time,温度,湿度,A,B,C,是否故障
2025-04-01 01:40:48,55.892,68.617,97.28,2.861,98.879,1
2025-04-01 01:40:49,40.081,68.056,92.538,2.856,83.112,1
2025-04-01 01:40:50,38.845,67.479,90.026,3.028,85.112,1
2025-04-01 01:40:51,38.997,68.651,97.795,2.788,99.607,1
2025-04-01 01:40:52,39.236,66.763,100.014,2.528,78.879,1
2025-04-01 01:40:53,41.902,67.8,92.791,3.061,80.143,1
2025-04-01 01:40:54,38.072,67.845,94.342,2.408,77.638,1
2025-04-01 01:40:55,40.707,67.156,95.555,2.918,84.145,1
2025-04-01 01:40:56,42.323,67.52,91.465,2.938,88.608,1
2025-04-01 01:40:57,38.196,66.167,91.335,2.478,87.019,1
2025-04-01 01:40:58,40.173,67.526,98.232,2.644,73.794,1
2025-04-01 01:40:59,41.492,66.651,90.349,2.841,87.501,1
2025-04-01 01:41:00,40.684,65.633,96.963,2.279,67.513,1
2025-04-01 01:41:01,38.9,67.456,93.947,2.567,88.124,1
2025-04-01 01:41:02,41.9,65.644,95.09,2.318,81.329,1
2025-04-01 01:41:03,40.604,65.497,95.396,2.463,80.814,1
2025-04-01 01:41:04,36.749,67.399,96.522,2.675,81.221,1
2025-04-01 01:41:05,40.552,66.423,95.523,2.41,82.728,1
2025-04-01 01:41:06,41.451,66.305,99.406,2.691,83.318,1
2025-04-01 01:41:07,41.442,65.089,99.767,2.516,79.9,1
2025-04-01 01:41:08,42.419,64.963,101.369,2.682,81.688,1
2025-04-01 01:41:09,40.614,64.184,100.912,2.389,80.404,1
2025-04-01 01:41:10,38.455,66.163,93.322,5.503,80.169,1
2025-04-01 01:41:11,38.198,65.221,96.105,5.325,82.544,1
2025-04-01 01:41:12,39.962,66.196,96.118,5.411,81.284,1
2025-04-01 01:41:13,39.127,63.909,95.116,6.116,82.397,1
2025-04-01 01:41:14,38.282,65.123,97.698,4.695,81.458,1
2025-04-01 01:41:15,41.118,66.975,97.137,6.026,81.295,1
2025-04-01 01:41:16,40.854,64.695,101.177,4.699,79.271,1
2025-04-01 01:41:17,39.444,63.702,96.708,5.381,82.276,1
2025-04-01 01:41:18,38.756,64.974,96.417,5.625,81.617,1
2025-04-01 01:41:19,40.183,64.673,100.194,6.206,81.155,1
2025-04-01 01:41:20,39.3,64.18,97.884,5.819,79.488,1
2025-04-01 01:41:21,39.983,62.623,98.522,4.876,82.536,1
2025-04-01 01:41:22,38.716,64.577,102.219,5.403,81.19,1
2025-04-01 01:41:23,39.589,36.841,100.803,4.665,79.442,1
2025-04-01 01:41:24,38.935,37.546,103.177,5.596,81.842,1
2025-04-01 01:41:25,37.983,36.902,96.095,5.186,82.101,1
2025-04-01 01:41:26,40.217,37.332,101.975,5.898,80.993,1
2025-04-01 01:41:27,37.994,36.198,96.865,6.033,81.891,1
2025-04-01 01:41:28,39.16,36.237,103.67,5.496,81.366,1
2025-04-01 01:41:29,38.147,34.704,95.277,5.538,81.053,1
2025-04-01 01:41:30,40.925,35.868,92.649,5.499,81.453,1
2025-04-01 01:41:31,39.238,36.159,97.107,5.85,81.113,1
2025-04-01 01:41:32,38.22,35.764,98.611,6.096,82.051,1
2025-04-01 01:41:33,39.988,37.273,97.578,5.315,80.815,1
2025-04-01 01:41:34,47.416,36.376,101.59,5.795,83.313,1
2025-04-01 01:41:35,36.578,36.546,103.962,5.804,82.2,1
2025-04-01 01:41:36,35.407,35.877,107.026,7.155,81.793,1
2025-04-01 01:41:37,34.729,34.766,109.968,6.778,83.24,1
2025-04-01 01:41:38,34.431,35.653,104.053,6.367,81.324,1
2025-04-01 01:41:39,35.237,35.885,105.838,5.863,85.001,1
2025-04-01 01:41:40,34.753,36.622,110.704,6.716,82.574,1
2025-04-01 01:41:41,35.687,34.131,114.309,6.195,82.346,1
2025-04-01 01:41:42,37.124,34.573,99.88,6.852,81.953,1
2025-04-01 01:41:43,37.259,36.287,111.286,6.46,86.146,1
2025-04-01 01:41:44,36.851,35.791,116.661,6.093,86.705,1
2025-04-01 01:41:45,36.15,34.886,111.694,7.632,72.576,1
2025-04-01 01:41:46,32.34,34.744,108.759,7.214,80.863,1
2025-04-01 01:41:47,34.141,36.06,114.171,6.682,75.458,1
2025-04-01 01:41:48,34.915,35.512,106.116,6.017,86.085,1
2025-04-01 01:41:49,34.597,35.238,115.288,7.435,80.361,1
2025-04-01 01:41:50,35.418,35.985,115.988,7.591,79.154,1
2025-04-01 01:41:51,35.02,35.62,114.296,7.399,81.591,1
2025-04-01 01:41:52,38.681,35.045,123.758,6.592,91.219,1
2025-04-01 01:41:53,35.322,34.339,114.952,4.451,81.509,1
2025-04-01 01:41:54,39.135,34.493,118.182,4.491,79.803,1
2025-04-01 01:41:55,34.038,36.479,124.015,4.863,93.646,1
2025-04-01 01:41:56,36.703,33.926,118.549,5.382,100.488,1
2025-04-01 01:41:57,31.989,35.135,125.477,5.044,100.012,1
2025-04-01 01:41:58,34.757,34.261,128.558,5.387,79.501,1
2025-04-01 01:41:59,34.26,34.816,95.701,5.14,101.718,1
2025-04-01 01:42:00,33.744,37.308,100.066,5.282,111.25,1
2025-04-01 01:42:01,35.583,34.687,100.654,5.589,77.469,1
2025-04-01 01:42:02,30.928,35.138,90.855,5.374,69.241,1
2025-04-01 01:42:03,35.843,35.526,98.798,5.081,83.216,1
2025-04-01 01:42:04,34.408,34.989,89.776,5.087,73.967,1
2025-04-01 01:42:05,33.713,34.452,97.751,4.852,77.393,1
2025-04-01 01:42:06,35.975,33.863,96.629,4.987,102.133,1
2025-04-01 01:42:07,36.407,34.192,90.665,5.304,68.327,1
2025-04-01 01:42:08,33.927,35.849,95.588,5.077,76.717,1
2025-04-01 01:42:09,38.115,36.351,90.397,5.168,76.419,1
2025-04-01 01:42:10,33.033,35.731,98.47,5.077,71.683,1
2025-04-01 01:42:11,40.463,33.018,93.21,3.414,89.404,1
2025-04-01 01:42:12,31.385,35.458,99.212,3.309,87.743,1
2025-04-01 01:42:13,35.522,34.647,91.569,3.432,81.602,1
2025-04-01 01:42:14,33.922,34.986,91.588,3.264,99.117,1
2025-04-01 01:42:15,33.984,34.721,96.903,3.979,83.227,1
2025-04-01 01:42:16,31.61,34.713,92.608,3.383,97.466,1
2025-04-01 01:42:17,42.748,34.992,93.687,3.43,77.823,1
2025-04-01 01:42:18,47.515,34.942,89.236,3.377,91.894,1
2025-04-01 01:42:19,51.088,35.131,92.105,3.501,86.205,1
2025-04-01 01:42:20,42.945,35.553,86.758,3.77,83.697,1
2025-04-01 01:42:21,48.701,35.364,94.686,3.811,80.154,1
2025-04-01 01:42:22,48.846,34.219,91.804,3.822,73.468,1
2025-04-01 01:42:23,59.957,34.485,97.678,3.367,70.068,1
2025-04-01 01:42:24,60.578,35.953,88.23,3.638,74.155,1
2025-04-01 01:42:25,56.786,34.446,87.461,3.753,85.3,1
2025-04-01 01:42:26,62.939,35.337,87.395,3.776,80.355,1
2025-04-01 01:42:27,61.902,35.483,90.753,3.772,83.29,1
2025-04-01 01:42:28,62.221,36.141,89.455,3.709,101.418,1
2025-04-01 01:42:29,51.189,35.391,91.919,3.762,81.257,1
2025-04-01 01:42:30,56.838,35.638,87.519,3.401,84.148,1
2025-04-01 01:42:31,57.668,36.563,88.888,3.268,96.61,1
2025-04-01 01:42:32,60.84,36.915,90.575,3.567,86.038,1
2025-04-01 01:42:33,60.515,36.995,103.734,3.832,81.565,1
2025-04-01 01:42:34,59.381,34.634,91.683,3.757,101.328,1
2025-04-01 01:42:35,61.333,36.656,101.578,3.276,111.925,1
2025-04-01 01:42:36,56.615,36.132,91.532,3.712,77.745,1
2025-04-01 01:42:37,60.789,36.355,94.8,3.503,70.789,1
2025-04-01 01:42:38,51.097,37.102,88.86,3.42,74.382,1
2025-04-01 01:42:39,41.303,36.399,93.952,3.752,74.051,1
2025-04-01 01:42:40,42.325,35.505,93.95,3.643,91.868,1
2025-04-01 01:42:41,35.853,61.577,92.771,3.185,83.185,1
2025-04-01 01:42:42,33.749,64.448,94.049,3.697,88.261,1
2025-04-01 01:42:43,33.152,64.221,94.625,3.007,86.522,1
2025-04-01 01:42:44,35.801,63.4,93.57,5.526,110.488,1
2025-04-01 01:42:45,36.312,64.924,93.803,5.149,93.837,1
2025-04-01 01:42:46,37.424,63.982,97.685,5.018,120.728,1
2025-04-01 01:42:47,38.454,64.109,95.811,5.318,88.514,1
2025-04-01 01:42:48,40.33,65.106,87.945,4.545,80.948,1
2025-04-01 01:42:49,43.098,65.153,97.6,4.754,83.441,1
2025-04-01 01:42:50,36.334,64.497,96.975,5.017,97.402,1
2025-04-01 01:42:51,40.566,65.615,95.871,4.744,88.029,1
2025-04-01 01:42:52,39.547,63.824,93.086,4.948,92.863,1
2025-04-01 01:42:53,41.608,64.054,97.501,5.225,69.323,1
2025-04-01 01:42:54,42.319,64.952,96.481,4.493,80.086,1
2025-04-01 01:42:55,38.23,65.737,98.343,4.114,85.137,1
2025-04-01 01:42:56,42.444,65.026,100.971,4.369,104.409,1
2025-04-01 01:42:57,42.516,65.566,99.81,4.947,101.889,1
2025-04-01 01:42:58,38.57,64.264,91.51,4.604,97.094,1
2025-04-01 01:42:59,40.112,65.547,102.542,4.171,110.175,1
2025-04-01 01:43:00,39.579,65.782,95.451,4.494,87.473,1
2025-04-01 01:43:01,33.89,66.552,98.662,4.599,93.618,1
2025-04-01 01:43:02,41.852,67.106,94.464,4.041,97.149,1
2025-04-01 01:43:03,38.81,66.302,97.084,3.938,80.474,1
2025-04-01 01:43:04,39.262,67.038,84.766,3.759,93.105,1
2025-04-01 01:43:05,36.786,65.871,88.846,4.501,72.855,1
2025-04-01 01:43:06,46.569,66.265,89.092,4.263,76.976,1
2025-04-01 01:43:07,34.712,65.503,93.566,4.257,92.158,1
2025-04-01 01:43:08,43.854,66.192,94.265,4.573,101.271,1
2025-04-01 01:43:09,37.687,65.939,96.277,3.733,86.72,1
2025-04-01 01:43:10,38.091,65.835,92.829,4.347,79.281,1
2025-04-01 01:43:11,41.368,67.117,97.455,4.035,95.606,1
2025-04-01 01:43:12,38.457,66.739,94.742,3.96,92.492,1
2025-04-01 01:43:13,40.628,67.051,87.715,3.849,87.992,1
2025-04-01 01:43:14,38.63,67.833,91.51,3.732,87.479,1
2025-04-01 01:43:15,39.488,67.917,93.554,4.232,76.412,1
2025-04-01 01:43:16,40.155,67.579,92.757,3.554,81.417,1
2025-04-01 01:43:17,39.742,67.067,91.07,4.28,78.006,1
2025-04-01 01:43:18,38.43,66.848,83.453,3.763,72.334,1
2025-04-01 01:43:19,40.065,67.861,99.671,4.063,83.918,1
2025-04-01 01:43:20,26.604,67.75,94.209,3.816,86.765,1
2025-04-01 01:43:21,26.228,68.096,94.739,3.975,85.506,1
2025-04-01 01:43:22,27.977,67.359,90.175,3.571,85.028,1
2025-04-01 01:43:23,26.934,66.874,87.248,3.781,83.681,1
2025-04-01 01:43:24,26.713,68.155,90.273,3.68,85.403,1
2025-04-01 01:43:25,27.064,67.169,90.059,3.652,84.842,1
2025-04-01 01:43:26,29.41,67.282,92.864,3.163,85.895,1
2025-04-01 01:43:27,28.66,69.047,91.419,3.894,85.484,1
2025-04-01 01:43:28,30.617,69.711,89.309,3.243,84.773,1
2025-04-01 01:43:29,26.166,69.673,89.528,3.399,86.475,1
2025-04-01 01:43:30,26.731,68.195,87.666,2.625,82.854,1
2025-04-01 01:43:31,28.089,68.487,90.272,3.162,84.907,1
2025-04-01 01:43:32,29.252,68.161,87.96,3.275,84.387,1
2025-04-01 01:43:33,29.109,67.479,90.966,3.238,99.479,1
2025-04-01 01:43:34,22.661,68.871,86.925,2.141,72.217,1
2025-04-01 01:43:35,26.069,68.522,90.025,2.137,70.266,1
2025-04-01 01:43:36,26.539,70.433,91.69,1.834,87.954,1
2025-04-01 01:43:37,27.979,68.092,92.219,2.383,70.951,1
2025-04-01 01:43:38,26.729,69.764,88.322,2.366,67.996,1
2025-04-01 01:43:39,27.332,68.534,83.759,2.388,86.392,1
2025-04-01 01:43:40,29.654,69.716,90.952,1.457,76.024,1
2025-04-01 01:43:41,29.262,70.125,85.642,1.389,85.664,1
2025-04-01 01:43:42,27.826,69.609,92.694,1.348,89.366,1
2025-04-01 01:43:43,32.143,69.478,86.564,1.203,76.621,1
2025-04-01 01:43:44,30.106,69.853,92.587,1.362,87.563,1
2025-04-01 01:43:45,25.306,70.796,94.185,1.333,71.424,1
2025-04-01 01:43:46,29.219,69.777,92.173,1.59,76.092,1
2025-04-01 01:43:47,28.924,70.993,90.915,1.344,89.284,1
2025-04-01 01:43:48,28.441,70.209,91.806,0.525,88.656,1
2025-04-01 01:43:49,25.321,70.264,95.442,0.572,80.013,1
2025-04-01 01:43:50,30.773,70.285,89.425,0.544,91.365,1
2025-04-01 01:43:51,27.989,69.479,87.402,0.521,85.239,1
2025-04-01 01:43:52,29.678,69.42,96.704,0.513,91.731,1
2025-04-01 01:43:53,25.664,69.742,93.323,0.58,79.529,1
2025-04-01 01:43:54,36.83,68.899,102.557,0.523,74.701,1
2025-04-01 01:43:55,37.337,70.687,90.727,0.573,96.221,1
2025-04-01 01:43:56,36.207,70.563,97.287,0.519,86.782,1
2025-04-01 01:43:57,33.765,70.205,103.184,0.606,76.086,1
2025-04-01 01:43:58,40.284,68.132,102.392,0.477,81.836,1
2025-04-01 01:43:59,38.489,70.085,113.764,0.501,74.573,1
2025-04-01 01:44:00,38.717,69.518,104.499,0.546,84.098,1
2025-04-01 01:44:01,36.714,70.744,111.592,0.5,82.617,1
2025-04-01 01:44:02,42.138,70.701,116.263,0.616,78.668,1
2025-04-01 01:44:03,39.555,69.262,120.726,0.559,81.854,1
2025-04-01 01:44:04,37.16,70.308,123.115,0.566,71.632,1
2025-04-01 01:44:05,43.456,70.984,119.423,0.528,81.207,1
2025-04-01 01:44:06,38.25,70.026,123.587,0.616,86.204,1
2025-04-01 01:44:07,40.699,70.398,137.501,0.522,95.169,1
2025-04-01 01:44:08,43.787,69.198,129.902,0.541,80.223,1
2025-04-01 01:44:09,34.086,69.975,135.362,0.617,82.212,1
2025-04-01 01:44:10,43.391,69.641,140.647,0.575,81.664,1
2025-04-01 01:44:11,39.273,70.211,144.243,1.58,79.597,1
2025-04-01 01:44:12,37.901,71.035,136.071,1.309,80.965,1
2025-04-01 01:44:13,46.817,69.941,138.939,1.409,80.87,1
2025-04-01 01:44:14,49.642,68.525,141.352,1.472,80.988,1
2025-04-01 01:44:15,47.828,68.841,144.307,1.599,83.035,1
2025-04-01 01:44:16,50.614,69.444,152.061,1.426,80.541,1
2025-04-01 01:44:17,53.591,70.275,127.808,1.648,82.431,1
2025-04-01 01:44:18,40.425,69.864,125.267,1.54,83.355,1
2025-04-01 01:44:19,37.054,69.853,132.697,1.909,82.53,1
2025-04-01 01:44:20,38.824,70.77,123.896,1.702,81.097,1
2025-04-01 01:44:21,40.626,69.746,135.784,1.486,82.538,1
2025-04-01 01:44:22,38.261,69.35,134.325,1.503,80.202,1
2025-04-01 01:44:23,39.269,40.83,127.805,1.589,80.63,1
2025-04-01 01:44:24,37.272,41.16,132.238,1.548,81.625,1
2025-04-01 01:44:25,38.945,41.901,127.118,2.031,80.507,1
2025-04-01 01:44:26,52.991,39.945,137.772,1.549,81.119,1
2025-04-01 01:44:27,48.701,41.009,151.502,1.646,83.216,1
2025-04-01 01:44:28,47.445,41.306,120.603,1.724,82.147,1
2025-04-01 01:44:29,65.193,42.035,113.946,1.621,82.048,1
2025-04-01 01:44:30,61.701,41.087,118.163,1.848,81.456,1
2025-04-01 01:44:31,61.146,41.515,126.948,0.862,81.421,1
2025-04-01 01:44:32,68.202,42.403,113.786,0.757,82.942,1
2025-04-01 01:44:33,65.702,41.655,123.692,0.801,80.552,1
2025-04-01 01:44:34,62.36,40.411,121.555,0.835,82.436,1
2025-04-01 01:44:35,58.487,41.741,126.959,0.722,83.269,1
2025-04-01 01:44:36,60.898,41.415,124.771,0.806,82.775,1
2025-04-01 01:44:37,57.821,40.687,124.112,0.879,82.816,1
2025-04-01 01:44:38,65.263,39.299,97.353,0.864,82.488,1
2025-04-01 01:44:39,67.099,41.97,98.58,0.894,84.141,1
2025-04-01 01:44:40,63.912,40.411,90.727,0.871,82.969,1
2025-04-01 01:44:41,60.529,40.683,98.565,0.772,82.484,1
2025-04-01 01:44:42,60.079,40.496,100.351,0.86,82.36,1
2025-04-01 01:44:43,62.228,41.867,100.245,0.837,81.925,1
2025-04-01 01:44:44,62.543,40.204,95.432,0.872,83.228,1
2025-04-01 01:44:45,64.898,39.248,105.367,0.713,82.818,1
2025-04-01 01:44:46,61.41,40.551,104.53,0.85,83.175,1
2025-04-01 01:44:47,64.094,39.683,94.366,0.854,84.059,1
2025-04-01 01:44:48,62.066,41.296,93.202,0.796,83.17,1
2025-04-01 01:44:49,59.058,39.803,103.835,0.809,82.811,1
2025-04-01 01:44:50,64.505,39.389,98.602,0.776,83.417,1
2025-04-01 01:44:51,62.514,40.221,95.919,0.813,82.671,1
2025-04-01 01:44:52,66.755,40.284,100.525,0.974,83.85,1
2025-04-01 01:44:53,61.368,39.99,92.303,0.928,84.449,1
2025-04-01 01:44:54,59.748,40.21,99.842,0.92,83.928,1
2025-04-01 01:44:55,63.34,40.574,101.687,0.909,84.12,1
2025-04-01 01:44:56,64.269,40.257,91.43,0.925,83.969,1
2025-04-01 01:44:57,62.354,11.282,101.188,0.915,83.253,1
2025-04-01 01:44:58,64.123,11.015,92.544,0.843,83.851,1
2025-04-01 01:44:59,62.285,11.31,99.235,0.842,70.226,1
2025-04-01 01:45:00,62.875,11.906,100.703,0.835,86.441,1
2025-04-01 01:45:01,63.509,-4.675,99.485,0.954,90.647,1
2025-04-01 01:45:02,62.314,-4.867,94.045,0.982,86.577,1
2025-04-01 01:45:03,61.17,-5.058,104.537,0.627,94.816,1
2025-04-01 01:45:04,62.38,-3.788,98.414,0.615,103.587,1
2025-04-01 01:45:05,59.983,-4.709,87.124,0.601,89.049,1
2025-04-01 01:45:06,54.441,-5.533,95.944,0.582,84.693,1
2025-04-01 01:45:07,58.299,-4.466,100.096,0.644,81.709,1
2025-04-01 01:45:08,60.969,-5.274,97.515,1.012,82.412,1
2025-04-01 01:45:09,62.245,-5.694,91.165,2.191,99.135,1
2025-04-01 01:45:10,62.451,-4.855,96.265,2.581,68.442,1
2025-04-01 01:45:11,62.637,-3.951,114.01,2.478,74.471,1
2025-04-01 01:45:12,62.305,22.843,103.97,2.423,77.74,1
2025-04-01 01:45:13,61.709,22.645,98.152,2.538,98.149,1
2025-04-01 01:45:14,64.363,22.117,92.701,2.231,83.075,1
2025-04-01 01:45:15,62.498,21.957,100.101,2.093,100.049,1
2025-04-01 01:45:16,65.997,22.369,97.527,2.846,84.263,1
2025-04-01 01:45:17,63.544,21.605,108.499,2.617,78.724,1
2025-04-01 01:45:18,61.331,23.14,102.016,2.047,82.097,1
2025-04-01 01:45:19,57.479,-4.885,95.175,2.35,76.824,1
2025-04-01 01:45:20,63.536,-4.583,101.433,2.26,85.705,1
2025-04-01 01:45:21,63.892,-5.841,98.085,2.404,82.337,1
2025-04-01 01:45:22,47.172,-6.156,109.809,2.046,91.865,1
2025-04-01 01:45:23,52.098,-4.103,97.935,2.325,86.017,1
2025-04-01 01:45:24,50.256,-4.658,95.447,2.155,92.795,1
2025-04-01 01:45:25,56.708,-6.512,102.807,1.936,74.349,1
2025-04-01 01:45:26,47.824,-5.345,98.68,2.022,74.56,1
2025-04-01 01:45:27,44.591,-5.871,97.122,2.292,80.012,1
2025-04-01 01:45:28,52.701,-5.339,104.215,2.004,95.011,1
2025-04-01 01:45:29,58.276,-6.739,103.729,2.22,79.931,1
2025-04-01 01:45:30,48.032,-6.873,109.39,1.719,89.362,1
2025-04-01 01:45:31,47.743,-5.611,108.564,2.256,77.798,1
2025-04-01 01:45:32,49.232,-5.176,109.651,2.126,82.879,1
2025-04-01 01:45:33,46.112,-5.426,100.219,2.216,83.128,1
2025-04-01 01:45:34,46.912,-5.933,97.46,1.991,97.787,1
2025-04-01 01:45:35,44.178,-6.655,101.296,1.944,78.093,1
2025-04-01 01:45:36,50.251,-6.72,93.358,0.967,92.512,1
2025-04-01 01:45:37,48.04,-6.264,90.664,0.789,74.856,1
2025-04-01 01:45:38,51.335,-5.445,112.321,0.954,89.465,1
2025-04-01 01:45:39,48.712,-7.92,95.404,0.948,102.048,1
2025-04-01 01:45:40,44.923,-6.723,93.282,0.887,96.575,1
2025-04-01 01:45:41,47.781,-8.1,96.091,0.955,66.877,1
2025-04-01 01:45:42,49.983,-8.807,102.807,0.925,96.258,1
2025-04-01 01:45:43,52.427,-7.185,92.464,0.808,98.377,1
2025-04-01 01:45:44,51.939,-8.347,108.089,0.798,100.107,1
2025-04-01 01:45:45,48.226,-7.855,104.223,0.805,106.174,1
2025-04-01 01:45:46,46.971,-7.843,94.44,0.807,123.364,1
2025-04-01 01:45:47,35.541,-7.852,100.512,0.927,97.504,1
2025-04-01 01:45:48,23.238,-7.327,96.44,0.763,94.945,1
2025-04-01 01:45:49,28.414,-8.499,108.547,0.716,91.977,1
2025-04-01 01:45:50,23.182,-7.308,99.778,0.912,81.001,1
2025-04-01 01:45:51,22.241,20.602,97.541,0.838,85.777,1
2025-04-01 01:45:52,25.451,20.299,103.108,0.899,75.412,1
2025-04-01 01:45:53,28.643,20.656,93.23,0.79,80.145,1
2025-04-01 01:45:54,20.275,18.658,104.86,0.729,86.999,1
2025-04-01 01:45:55,27.774,20.408,101.376,0.878,94.867,1
2025-04-01 01:45:56,23.325,19.591,110.129,1.592,92.308,1
2025-04-01 01:45:57,25.704,20.422,98.063,1.866,65.586,1
2025-04-01 01:45:58,27.574,21.853,105.339,1.815,91.756,1
2025-04-01 01:45:59,25.932,18.967,106.959,1.881,73.03,1
2025-04-01 01:46:00,28.164,19.202,102.657,1.791,76.706,1
2025-04-01 01:46:01,28.866,20.265,113.994,1.721,90.943,1
2025-04-01 01:46:02,25.925,19.065,106.112,1.624,58.832,1
2025-04-01 01:46:03,26.213,21.424,106.956,1.817,76.33,1
2025-04-01 01:46:04,25.497,19.581,101.959,1.842,83.352,1
2025-04-01 01:46:05,22.489,19.818,100.178,1.603,107.845,1
2025-04-01 01:46:06,25.143,46.807,99.995,1.593,80.691,1
2025-04-01 01:46:07,26.902,45.652,109.079,1.572,103.185,1
2025-04-01 01:46:08,31.117,46.469,93.94,1.461,100.642,1
2025-04-01 01:46:09,26.033,63.687,99.846,1.592,88.924,1
2025-04-01 01:46:10,28.548,63.683,106.767,1.488,85.44,1
2025-04-01 01:46:11,22.337,61.778,103.479,1.607,81.892,1
2025-04-01 01:46:12,24.41,62.327,104.397,1.662,84.445,1
2025-04-01 01:46:13,24.308,62.619,100.72,1.547,86.335,1
2025-04-01 01:46:14,30.327,63.01,105.247,1.448,74.874,1
2025-04-01 01:46:15,29.575,61.599,93.638,1.507,92.246,1
2025-04-01 01:46:16,26.666,61.845,100.504,1.449,94.596,1
2025-04-01 01:46:17,38.141,61.051,100.679,1.637,82.533,1
2025-04-01 01:46:18,40.821,62.786,111.598,1.345,85.504,1
2025-04-01 01:46:19,31.683,62.166,107.88,1.577,80.937,1
2025-04-01 01:46:20,37.901,62.357,101.952,1.555,98.643,1
2025-04-01 01:46:21,41.417,64.086,100.427,1.508,83.435,1
2025-04-01 01:46:22,42.686,62.762,107.82,1.462,86.578,1
2025-04-01 01:46:23,40.403,62.283,101.437,1.916,94.719,1
2025-04-01 01:46:24,45.952,60.522,102.271,2.387,87.23,1
2025-04-01 01:46:25,40.093,62.638,101.898,2.421,91.971,1
2025-04-01 01:46:26,39.343,62.955,97.571,2.156,87.619,1
2025-04-01 01:46:27,44.563,63.042,98.091,2.344,77.313,1
2025-04-01 01:46:28,38.668,62.69,110.09,2.649,76.635,1
2025-04-01 01:46:29,42.753,62.804,104.744,2.555,79.674,1
2025-04-01 01:46:30,36.406,62.635,98.993,2.319,82.795,1
2025-04-01 01:46:31,37.915,63.138,104.862,2.252,88.466,1
2025-04-01 01:46:32,38.926,63.05,100.777,2.619,73.881,1
2025-04-01 01:46:33,41.157,62.279,104.384,2.513,98.178,1
2025-04-01 01:46:34,41.445,62.515,106.138,1.203,82.517,1
2025-04-01 01:46:35,39.713,63.221,102.952,1.08,83.176,1
2025-04-01 01:46:36,38.565,62.903,114.056,1.233,71.385,1
2025-04-01 01:46:37,35.122,64.096,104.683,0.576,89.155,1
2025-04-01 01:46:38,36.482,61.578,106.662,0.602,83.835,1
2025-04-01 01:46:39,39.196,62.946,94.204,0.614,72.409,1
2025-04-01 01:46:40,41.537,63.562,98.385,0.631,82.651,1
2025-04-01 01:46:41,37.123,62.879,97.214,0.643,86.503,1
2025-04-01 01:46:42,42.848,63.2,101.951,0.615,80.339,1
2025-04-01 01:46:43,42.253,61.535,93.995,0.617,83.591,1
2025-04-01 01:46:44,40.632,61.68,95.843,0.71,85.257,1
2025-04-01 01:46:45,40.546,63.164,102.961,0.692,70.986,1
2025-04-01 01:46:46,39.488,64.996,103.831,0.645,67.818,1
2025-04-01 01:46:47,42.312,62.585,98.163,0.644,89.176,1
2025-04-01 01:46:48,44.793,63.437,101.9,0.758,82.653,1
2025-04-01 01:46:49,37.834,64.816,95.124,0.711,79.529,1
2025-04-01 01:46:50,43.413,64.188,103.541,0.837,94.214,1
2025-04-01 01:46:51,42.379,64.522,97.378,0.783,74.534,1
2025-04-01 01:46:52,37.501,64.612,101.53,1.566,89.172,1
2025-04-01 01:46:53,43.294,63.921,102.239,1.937,82.733,1
2025-04-01 01:46:54,44.195,65.379,103.663,1.683,82.036,1
2025-04-01 01:46:55,41.006,64.033,101.328,1.52,87.908,1
2025-04-01 01:46:56,38.995,63.597,88.46,1.681,72.945,1
2025-04-01 01:46:57,41.187,63.932,86.139,1.425,73.266,1
2025-04-01 01:46:58,42.028,63.147,95.743,1.725,74.304,1
2025-04-01 01:46:59,38.784,65.081,87.61,1.649,81.593,1
2025-04-01 01:47:00,44.685,63.554,101.138,1.648,88.941,1
2025-04-01 01:47:01,41.516,64.657,95.898,1.634,68.909,1
2025-04-01 01:47:02,41.301,65.858,90.608,1.43,72.122,1
2025-04-01 01:47:03,41.482,64.901,93.509,1.621,80.614,1
2025-04-01 01:47:04,41.521,66.131,96.035,1.748,72.595,1
2025-04-01 01:47:05,43.068,65.349,91.294,1.507,75.427,1
2025-04-01 01:47:06,40.599,64.557,87.644,1.91,78.329,1
2025-04-01 01:47:07,46.165,65.007,98.691,1.778,87.42,1
2025-04-01 01:47:08,42.754,65.361,94.2,1.55,81.194,1
2025-04-01 01:47:09,39.938,65.243,96.517,1.561,79.072,1
2025-04-01 01:47:10,44.628,65.91,98.68,1.799,83.571,1
2025-04-01 01:47:11,48.375,63.925,99.673,1.798,68.485,1
2025-04-01 01:47:12,44.858,65.148,97.387,1.67,77.827,1
2025-04-01 01:47:13,40.066,64.492,104.426,1.81,72.867,1
2025-04-01 01:47:14,42.197,67.266,96.187,1.95,95.776,1
2025-04-01 01:47:15,44.657,39.758,100.331,1.705,74.713,1
2025-04-01 01:47:16,39.95,39.291,97.909,1.797,89.782,1
2025-04-01 01:47:17,41.038,40.945,100.887,1.675,67.189,1
2025-04-01 01:47:18,43.431,39.774,99.853,2.116,80.852,1
2025-04-01 01:47:19,41.219,40.446,104.218,1.831,81.763,1
2025-04-01 01:47:20,44.511,40.26,100.392,1.763,82.81,1
2025-04-01 01:47:21,45.449,38.312,107.766,1.847,81.865,1
2025-04-01 01:47:22,42.157,40.936,109.75,1.882,82.96,1
2025-04-01 01:47:23,38.639,40.131,109.316,1.701,81.921,1
2025-04-01 01:47:24,39.946,39.66,111.604,1.931,82.69,1
2025-04-01 01:47:25,40.87,41.048,105.992,0.804,81.525,1
