time,温度,湿度,A,B,C,health
2025-01-01 01:31:49,27.088,62.555,91.976,44.561,79.563,0.534093
2025-01-01 01:31:50,27.07,62.512,92.637,45.74,79.828,0.532709
2025-01-01 01:31:51,26.869,63.383,92.086,45.18,77.351,0.523031
2025-01-01 01:31:52,26.087,62.198,93.151,47.249,79.334,0.54101
2025-01-01 01:31:53,26.541,64.118,93.526,46.2,77.582,0.541387
2025-01-01 01:31:54,26.641,61.563,92.48,44.93,79.749,0.539399
2025-01-01 01:31:55,26.636,61.347,93.391,46.575,78.668,0.523716
2025-01-01 01:31:56,26.869,62.871,91.074,46.203,78.317,0.511701
2025-01-01 01:31:57,27.537,62.19,91.849,45.959,77.283,0.490821
2025-01-01 01:31:58,27.224,61.801,94.415,47.425,79.279,0.520633
2025-01-01 01:31:59,26.317,62.448,93.958,45.402,78.055,0.547161
2025-01-01 01:32:00,27.143,62.35,90.744,47.028,77.718,0.48788
2025-01-01 01:32:01,27.116,63.148,92.015,45.89,79.776,0.530026
2025-01-01 01:32:02,26.386,62.543,92.172,46.222,80.77,0.54883
2025-01-01 01:32:03,27.206,62.65,92.461,45.657,80.135,0.532501
2025-01-01 01:32:04,26.694,63.21,93.328,45.728,77.999,0.536645
2025-01-01 01:32:05,26.061,64.254,93.904,45.95,79.607,0.574456
2025-01-01 01:32:06,26.986,64.736,92.115,44.8,80.642,0.560787
2025-01-01 01:32:07,26.859,63.438,93.212,46.621,79.716,0.541324
2025-01-01 01:32:08,26.628,63.541,92.752,46.459,80.325,0.549901
2025-01-01 01:32:09,26.715,63.157,92.097,45.193,79.464,0.542339
2025-01-01 01:32:10,26.366,63.847,90.436,46.944,79.582,0.530297
2025-01-01 01:32:11,27.022,63.78,93.169,47.608,79.306,0.529124
2025-01-01 01:32:12,26.687,64.74,92.774,45.937,80.887,0.566125
2025-01-01 01:32:13,26.783,61.55,92.577,45.868,81.017,0.540398
2025-01-01 01:32:14,26.869,63.228,91.225,47.414,79.595,0.517117
2025-01-01 01:32:15,26.104,63.826,94.186,46.875,81.222,0.578884
2025-01-01 01:32:16,26.226,63.484,92.401,46.473,78.658,0.541868
2025-01-01 01:32:17,25.558,62.595,91.13,47.263,80.22,0.547314
2025-01-01 01:32:18,26.937,62.258,90.992,46.861,78.855,0.504491
2025-01-01 01:32:19,26.039,64.387,92.997,47.816,79.175,0.551644
2025-01-01 01:32:20,26.701,62.847,93.052,46.692,78.949,0.532295
2025-01-01 01:32:21,26.811,61.872,91.908,47.079,79.855,0.518264
2025-01-01 01:32:22,26.917,64.507,92.861,47.65,81.44,0.55183
2025-01-01 01:32:23,26.004,64.132,93.094,44.847,80.657,0.58522
2025-01-01 01:32:24,26.563,63.579,92.595,47.748,80.104,0.538998
2025-01-01 01:32:25,27.421,62.803,91.784,46.472,80.65,0.521732
2025-01-01 01:32:26,27.433,63.626,93.477,47.312,78.445,0.516203
2025-01-01 01:32:27,27.059,64.978,93.386,48.28,81.653,0.553301
2025-01-01 01:32:28,26.724,62.169,93.148,46.741,78.323,0.521915
2025-01-01 01:32:29,26.042,62.242,91.781,46.659,80.225,0.543483
2025-01-01 01:32:30,26.893,63.199,91.318,47.018,81.033,0.532002
2025-01-01 01:32:31,26.444,63.822,92.761,45.939,81.716,0.571385
2025-01-01 01:32:32,26.792,63.373,93.651,48.9,81.521,0.543684
2025-01-01 01:32:33,26.185,64.533,93.799,47.147,81.229,0.577406
2025-01-01 01:32:34,26.404,65.0,93.381,48.538,83.09,0.577788
2025-01-01 01:32:35,26.561,64.211,92.385,46.997,83.812,0.578118
2025-01-01 01:32:36,26.591,64.513,92.072,47.332,81.456,0.555523
2025-01-01 01:32:37,26.703,64.245,92.9,48.103,81.38,0.551096
2025-01-01 01:32:38,26.155,64.003,92.951,46.509,81.361,0.573449
2025-01-01 01:32:39,25.762,62.72,94.108,47.352,80.872,0.57137
2025-01-01 01:32:40,27.234,63.005,92.565,48.204,82.109,0.532686
2025-01-01 01:32:41,27.654,62.702,92.692,47.353,83.236,0.537698
2025-01-01 01:32:42,26.622,63.923,95.189,47.182,78.774,0.553571
2025-01-01 01:32:43,25.724,64.324,94.731,48.506,81.611,0.586236
2025-01-01 01:32:44,25.987,62.661,92.344,48.781,83.653,0.564654
2025-01-01 01:32:45,26.616,64.202,94.743,48.955,82.39,0.568898
2025-01-01 01:32:46,27.02,63.273,92.201,47.214,82.466,0.546982
2025-01-01 01:32:47,25.731,63.097,92.939,47.338,80.1,0.55964
2025-01-01 01:32:48,26.262,63.559,93.103,47.472,82.915,0.574598
2025-01-01 01:32:49,26.41,63.082,93.396,48.472,83.335,0.566157
2025-01-01 01:32:50,26.732,64.828,94.145,46.989,82.415,0.580988
2025-01-01 01:32:51,26.115,64.071,93.685,47.083,81.439,0.576856
2025-01-01 01:32:52,25.492,65.071,94.246,47.474,82.807,0.610027
2025-01-01 01:32:53,26.572,63.83,93.284,47.345,81.081,0.557068
2025-01-01 01:32:54,26.81,63.885,94.115,48.853,80.972,0.546495
2025-01-01 01:32:55,26.194,66.181,93.875,48.85,83.389,0.594856
2025-01-01 01:32:56,26.424,62.702,92.465,47.862,83.791,0.564113
2025-01-01 01:32:57,25.971,65.626,94.393,48.144,81.635,0.590567
2025-01-01 01:32:58,25.772,66.012,94.064,46.319,81.177,0.604682
2025-01-01 01:32:59,26.695,65.14,93.313,48.037,81.571,0.56314
2025-01-01 01:33:00,26.362,64.06,93.662,49.451,82.91,0.565769
2025-01-01 01:33:01,26.4,65.833,93.746,48.099,81.325,0.575603
2025-01-01 01:33:02,26.892,64.1,93.963,47.688,84.311,0.581053
2025-01-01 01:33:03,25.6,63.731,96.028,49.716,82.261,0.590902
2025-01-01 01:33:04,25.838,64.064,96.422,47.778,83.306,0.613396
2025-01-01 01:33:05,26.179,63.897,91.669,49.96,82.023,0.542176
2025-01-01 01:33:06,25.804,63.536,94.947,51.088,83.663,0.578177
2025-01-01 01:33:07,26.463,65.607,95.478,48.744,83.809,0.601043
2025-01-01 01:33:08,25.964,63.738,94.372,49.882,81.043,0.559179
2025-01-01 01:33:09,25.547,64.496,95.582,47.607,82.288,0.6096
2025-01-01 01:33:10,26.062,63.096,96.375,47.627,82.962,0.599632
2025-01-01 01:33:11,26.1,64.584,93.416,48.415,82.566,0.578313
2025-01-01 01:33:12,26.468,63.411,94.989,49.766,84.288,0.577765
2025-01-01 01:33:13,26.183,63.4,96.88,49.165,82.571,0.588761
2025-01-01 01:33:14,26.202,64.485,93.755,49.071,84.191,0.586324
2025-01-01 01:33:15,26.117,65.664,94.947,48.243,83.96,0.609735
2025-01-01 01:33:16,25.848,65.06,94.684,49.23,83.294,0.596826
2025-01-01 01:33:17,25.569,65.142,96.255,48.874,84.376,0.626127
2025-01-01 01:33:18,26.057,64.515,96.466,48.707,81.667,0.592482
2025-01-01 01:33:19,25.731,64.322,95.509,48.696,83.483,0.605566
2025-01-01 01:33:20,26.728,65.46,95.452,49.712,82.671,0.577827
2025-01-01 01:33:21,26.539,64.118,93.773,49.039,83.516,0.57113
2025-01-01 01:33:22,26.169,65.527,96.989,49.667,83.124,0.60602
2025-01-01 01:33:23,26.027,65.94,95.287,48.314,83.802,0.614393
2025-01-01 01:33:24,25.779,63.874,95.573,50.189,83.784,0.593456
2025-01-01 01:33:25,25.177,64.032,96.762,50.036,83.981,0.619045
2025-01-01 01:33:26,25.684,64.191,96.064,49.715,84.071,0.607167
2025-01-01 01:33:27,25.827,63.281,96.947,50.087,84.586,0.60559
2025-01-01 01:33:28,25.876,64.289,96.623,50.762,82.429,0.587198
2025-01-01 01:33:29,25.981,66.07,96.301,48.913,84.592,0.625722
2025-01-01 01:33:30,26.191,63.732,96.485,50.182,82.206,0.57762
2025-01-01 01:33:31,25.369,66.113,95.131,49.142,80.708,0.598057
2025-01-01 01:33:32,25.358,64.364,96.183,50.313,86.469,0.630801
2025-01-01 01:33:33,26.409,66.921,97.495,50.093,83.015,0.610692
2025-01-01 01:33:34,26.054,64.134,95.592,50.337,83.643,0.58729
2025-01-01 01:33:35,25.457,64.68,95.856,51.093,81.983,0.587371
2025-01-01 01:33:36,25.583,63.923,95.772,51.126,83.713,0.592206
2025-01-01 01:33:37,25.569,64.154,96.886,51.397,84.545,0.60722
2025-01-01 01:33:38,25.621,66.188,98.216,50.267,84.626,0.638815
2025-01-01 01:33:39,25.825,65.332,97.443,51.203,82.924,0.6028
2025-01-01 01:33:40,26.84,65.894,94.801,51.102,83.877,0.573187
2025-01-01 01:33:41,25.652,63.558,97.709,50.456,84.888,0.616737
2025-01-01 01:33:42,25.872,65.535,96.701,50.903,84.769,0.614514
2025-01-01 01:33:43,24.682,63.916,97.736,50.759,84.672,0.636068
2025-01-01 01:33:44,25.266,63.557,97.16,52.037,85.467,0.614229
2025-01-01 01:33:45,26.107,65.14,96.533,51.624,84.459,0.597754
2025-01-01 01:33:46,25.678,65.136,97.406,50.763,86.295,0.633903
2025-01-01 01:33:47,23.266,64.967,97.121,50.762,84.307,0.66504
2025-01-01 01:33:48,25.781,65.638,97.955,51.908,85.526,0.625254
2025-01-01 01:33:49,26.387,65.799,96.846,52.268,85.603,0.603324
2025-01-01 01:33:50,24.414,66.401,96.693,51.503,82.793,0.631694
2025-01-01 01:33:51,26.155,63.746,98.635,51.832,85.322,0.607849
2025-01-01 01:33:52,23.993,66.444,99.098,52.401,84.058,0.66128
2025-01-01 01:33:53,25.831,66.829,98.655,51.272,83.647,0.627485
2025-01-01 01:33:54,25.342,64.585,97.513,51.532,84.381,0.617546
2025-01-01 01:33:55,24.155,63.288,97.508,51.908,85.115,0.636482
2025-01-01 01:33:56,25.536,63.577,97.653,51.228,83.074,0.599009
2025-01-01 01:33:57,25.872,64.503,99.313,52.983,85.015,0.613678
2025-01-01 01:33:58,25.462,66.983,97.684,51.325,84.752,0.637416
2025-01-01 01:33:59,25.556,64.989,99.481,51.776,86.289,0.643305
2025-01-01 01:34:00,25.041,64.358,99.321,53.312,84.312,0.622507
2025-01-01 01:34:01,24.3,64.293,100.01,50.34,86.529,0.679078
2025-01-01 01:34:02,25.56,63.659,99.923,52.053,85.594,0.629912
2025-01-01 01:34:03,26.072,65.859,99.491,51.402,85.118,0.632247
2025-01-01 01:34:04,25.746,64.895,97.568,51.981,86.714,0.626704
2025-01-01 01:34:05,24.17,67.089,99.735,51.065,87.52,0.700096
2025-01-01 01:34:06,24.39,65.619,99.329,51.782,84.987,0.660437
2025-01-01 01:34:07,24.708,65.823,98.928,52.147,84.378,0.645423
2025-01-01 01:34:08,24.318,64.753,100.752,52.366,85.806,0.668197
2025-01-01 01:34:09,25.12,63.905,99.328,52.94,83.61,0.614786
2025-01-01 01:34:10,25.278,64.124,99.038,50.412,83.781,0.630028
2025-01-01 01:34:11,24.349,63.629,100.78,52.217,86.935,0.669625
2025-01-01 01:34:12,25.436,65.909,99.34,52.224,86.077,0.646398
2025-01-01 01:34:13,25.332,64.615,99.255,52.358,84.385,0.624974
2025-01-01 01:34:14,24.74,65.952,98.796,52.481,89.2,0.678427
2025-01-01 01:34:15,24.912,65.136,99.192,51.836,83.802,0.636093
2025-01-01 01:34:16,24.006,64.707,99.366,51.307,86.227,0.674632
2025-01-01 01:34:17,24.798,63.83,100.811,52.762,84.549,0.640416
2025-01-01 01:34:18,24.951,65.301,99.259,51.836,87.664,0.666105
2025-01-01 01:34:19,25.016,64.779,98.509,52.996,84.91,0.626961
2025-01-01 01:34:20,25.104,65.899,100.759,51.967,85.227,0.65849
2025-01-01 01:34:21,25.02,64.28,99.911,53.312,83.418,0.619726
2025-01-01 01:34:22,24.749,65.61,100.617,52.756,88.107,0.678689
2025-01-01 01:34:23,25.008,66.634,102.004,52.852,84.885,0.665578
2025-01-01 01:34:24,25.349,65.263,100.882,52.683,86.222,0.652711
2025-01-01 01:34:25,24.784,65.774,102.408,52.594,85.67,0.674616
2025-01-01 01:34:26,24.974,65.558,100.919,52.771,85.02,0.652951
2025-01-01 01:34:27,24.705,66.882,102.082,53.941,83.026,0.652646
2025-01-01 01:34:28,24.458,65.352,100.616,51.806,85.442,0.669472
2025-01-01 01:34:29,25.026,65.678,101.359,52.552,85.406,0.660173
2025-01-01 01:34:30,24.471,64.938,100.406,53.952,86.131,0.655713
2025-01-01 01:34:31,24.925,64.197,100.612,53.798,88.338,0.660555
2025-01-01 01:34:32,24.73,63.759,101.289,54.252,86.552,0.649815
2025-01-01 01:34:33,24.547,66.23,100.272,53.164,86.825,0.672333
2025-01-01 01:34:34,24.518,63.951,101.847,52.191,85.441,0.664905
2025-01-01 01:34:35,24.412,65.701,101.472,52.392,84.244,0.665891
2025-01-01 01:34:36,23.827,65.366,102.096,53.072,85.498,0.684212
2025-01-01 01:34:37,24.825,65.863,100.634,53.951,84.964,0.647588
2025-01-01 01:34:38,24.733,64.426,102.735,53.17,85.798,0.666075
2025-01-01 01:34:39,25.025,64.145,103.817,53.139,85.276,0.662189
2025-01-01 01:34:40,24.318,65.308,103.692,53.751,83.867,0.668703
2025-01-01 01:34:41,25.516,64.632,104.194,53.485,87.411,0.671755
2025-01-01 01:34:42,24.362,63.687,102.418,53.139,85.732,0.666087
2025-01-01 01:34:43,24.098,66.851,102.108,52.717,85.515,0.691021
2025-01-01 01:34:44,24.022,64.115,103.032,54.303,84.594,0.663791
2025-01-01 01:34:45,23.636,63.906,102.391,54.41,85.358,0.670609
2025-01-01 01:34:46,25.253,64.651,100.972,52.751,84.901,0.640594
2025-01-01 01:34:47,25.156,66.139,103.615,53.299,84.512,0.664735
2025-01-01 01:34:48,24.755,62.712,102.645,54.179,86.147,0.649209
2025-01-01 01:34:49,23.991,66.041,101.494,52.758,85.396,0.682627
2025-01-01 01:34:50,25.328,63.952,102.536,53.983,86.863,0.651926
2025-01-01 01:34:51,24.231,65.12,102.915,53.451,85.538,0.678076
2025-01-01 01:34:52,24.256,64.172,103.22,52.76,86.113,0.682146
2025-01-01 01:34:53,25.094,66.831,103.313,55.175,86.084,0.667645
2025-01-01 01:34:54,24.689,64.955,104.739,53.5,86.446,0.686679
2025-01-01 01:34:55,25.444,64.114,102.162,54.211,84.978,0.631959
2025-01-01 01:34:56,24.452,64.512,103.378,52.912,87.07,0.687516
2025-01-01 01:34:57,24.114,64.894,102.731,55.068,84.578,0.659816
2025-01-01 01:34:58,23.991,64.972,104.945,55.401,86.047,0.686564
2025-01-01 01:34:59,23.357,65.224,103.206,52.656,84.552,0.695673
2025-01-01 01:35:00,24.126,64.774,103.502,53.741,85.854,0.682267
2025-01-01 01:35:01,24.822,63.388,104.973,54.949,87.069,0.670449
2025-01-01 01:35:02,24.534,64.415,105.325,53.525,86.667,0.69153
2025-01-01 01:35:03,24.229,65.351,105.55,54.24,87.27,0.704432
2025-01-01 01:35:04,23.706,64.064,102.511,52.579,85.635,0.685091
2025-01-01 01:35:05,24.302,65.396,104.712,53.304,87.088,0.70248
2025-01-01 01:35:06,24.68,64.744,104.575,54.188,85.165,0.670541
2025-01-01 01:35:07,24.374,64.483,104.328,53.482,85.444,0.67986
2025-01-01 01:35:08,24.226,65.884,104.52,53.673,86.147,0.696795
2025-01-01 01:35:09,23.73,62.94,105.813,52.757,87.008,0.707872
2025-01-01 01:35:10,24.547,63.991,105.639,54.499,85.327,0.674657
2025-01-01 01:35:11,22.532,65.886,105.569,52.91,86.814,0.74318
2025-01-01 01:35:12,24.275,66.472,104.951,55.219,86.253,0.693384
2025-01-01 01:35:13,25.354,66.915,107.086,53.445,86.374,0.701864
2025-01-01 01:35:14,23.3,64.667,104.486,54.635,84.939,0.69185
2025-01-01 01:35:15,23.919,65.061,103.34,54.559,85.496,0.679182
2025-01-01 01:35:16,24.021,65.408,104.76,53.211,85.839,0.700033
2025-01-01 01:35:17,23.779,65.852,105.152,53.539,86.349,0.71135
2025-01-01 01:35:18,24.514,64.877,106.466,53.634,84.968,0.689693
2025-01-01 01:35:19,24.218,65.476,104.719,53.688,84.378,0.682979
2025-01-01 01:35:20,24.043,64.996,105.789,52.96,83.36,0.687854
2025-01-01 01:35:21,24.351,65.044,103.886,54.423,86.806,0.684671
2025-01-01 01:35:22,23.947,63.589,106.511,53.441,87.034,0.708297
2025-01-01 01:35:23,25.514,64.164,105.562,53.897,83.479,0.646
2025-01-01 01:35:24,23.986,63.956,105.278,54.789,85.971,0.685727
2025-01-01 01:35:25,23.994,63.274,107.754,54.436,85.417,0.696047
2025-01-01 01:35:26,23.027,62.797,106.755,53.475,87.318,0.723564
2025-01-01 01:35:27,23.597,64.009,104.707,54.797,85.593,0.687005
2025-01-01 01:35:28,24.429,64.154,105.699,54.489,86.488,0.686904
2025-01-01 01:35:29,23.174,64.507,108.606,53.383,85.31,0.729873
2025-01-01 01:35:30,22.749,64.942,107.908,53.527,84.982,0.732668
2025-01-01 01:35:31,23.831,64.558,106.912,54.728,86.713,0.708866
2025-01-01 01:35:32,24.487,64.096,104.2,54.54,87.072,0.679159
2025-01-01 01:35:33,23.809,63.422,107.437,52.703,84.24,0.701095
2025-01-01 01:35:34,23.607,65.197,105.527,53.088,87.119,0.720855
2025-01-01 01:35:35,22.832,64.202,107.542,54.435,84.562,0.716234
2025-01-01 01:35:36,23.975,63.852,105.551,52.925,82.917,0.677179
2025-01-01 01:35:37,24.066,64.083,106.818,54.493,85.712,0.695334
2025-01-01 01:35:38,22.832,63.519,105.742,55.382,86.29,0.706485
2025-01-01 01:35:39,24.277,63.703,106.073,54.115,83.845,0.672747
2025-01-01 01:35:40,24.08,63.654,107.111,53.06,83.266,0.68604
2025-01-01 01:35:41,24.251,63.911,105.221,53.922,85.033,0.678749
2025-01-01 01:35:42,23.964,64.836,108.963,54.589,84.853,0.709411
2025-01-01 01:35:43,23.986,64.569,105.613,53.821,87.231,0.706847
2025-01-01 01:35:44,23.908,65.69,105.607,54.108,85.582,0.702042
2025-01-01 01:35:45,24.069,65.336,107.363,53.06,86.429,0.720396
2025-01-01 01:35:46,22.714,66.062,108.078,53.099,85.778,0.748323
2025-01-01 01:35:47,22.86,64.645,106.509,54.379,87.387,0.731092
2025-01-01 01:35:48,23.231,64.61,105.807,53.061,84.413,0.707695
2025-01-01 01:35:49,23.522,63.56,106.001,51.538,85.355,0.712935
2025-01-01 01:35:50,23.769,64.854,105.937,53.337,83.555,0.692171
2025-01-01 01:35:51,23.726,63.352,107.319,53.807,86.388,0.709432
2025-01-01 01:35:52,24.111,62.517,106.983,54.376,86.727,0.693542
2025-01-01 01:35:53,24.115,65.494,107.52,54.819,86.414,0.710683
2025-01-01 01:35:54,23.093,62.698,107.5,53.542,85.192,0.711718
2025-01-01 01:35:55,23.637,64.366,107.999,53.972,83.529,0.700996
2025-01-01 01:35:56,23.083,63.026,106.804,53.513,85.188,0.709601
2025-01-01 01:35:57,23.402,65.012,106.513,53.669,84.452,0.708075
2025-01-01 01:35:58,23.646,65.127,107.445,53.206,86.346,0.725856
2025-01-01 01:35:59,21.77,64.372,107.27,53.633,84.7,0.740148
2025-01-01 01:36:00,24.669,65.068,107.613,52.708,84.647,0.699181
2025-01-01 01:36:01,23.736,63.807,106.683,54.843,87.766,0.711029
2025-01-01 01:36:02,23.145,66.012,108.07,51.312,86.088,0.752712
2025-01-01 01:36:03,24.396,64.502,106.282,53.648,86.392,0.698338
2025-01-01 01:36:04,23.248,62.833,107.052,53.412,84.457,0.702507
2025-01-01 01:36:05,23.478,63.781,108.652,53.418,83.722,0.709372
2025-01-01 01:36:06,23.158,63.537,106.421,52.139,86.293,0.724753
2025-01-01 01:36:07,24.217,63.416,108.632,51.706,86.773,0.724571
2025-01-01 01:36:08,23.329,61.987,106.2,53.496,83.408,0.681891
2025-01-01 01:36:09,23.447,64.008,106.051,54.046,84.3,0.694468
2025-01-01 01:36:10,23.964,62.212,106.169,53.111,83.792,0.676
2025-01-01 01:36:11,23.645,61.049,107.804,53.54,85.435,0.694719
2025-01-01 01:36:12,23.316,63.207,108.441,52.489,86.129,0.729321
2025-01-01 01:36:13,23.889,62.772,109.027,53.081,84.351,0.704296
2025-01-01 01:36:14,24.594,62.643,108.97,53.755,84.314,0.685092
2025-01-01 01:36:15,23.475,60.377,108.641,52.482,82.378,0.684265
2025-01-01 01:36:16,23.365,62.605,106.967,53.64,83.547,0.690414
2025-01-01 01:36:17,23.383,63.259,106.977,51.341,86.467,0.728423
2025-01-01 01:36:18,23.945,62.774,108.624,52.115,85.215,0.712607
2025-01-01 01:36:19,22.981,63.771,109.275,52.998,85.7,0.737828
2025-01-01 01:36:20,23.133,64.751,106.839,54.04,84.115,0.708942
2025-01-01 01:36:21,22.495,63.85,109.18,52.484,84.19,0.739415
2025-01-01 01:36:22,22.664,64.335,105.98,51.601,84.504,0.726968
2025-01-01 01:36:23,22.989,64.393,108.304,53.886,84.834,0.724489
2025-01-01 01:36:24,23.212,62.24,107.822,52.235,86.06,0.722625
2025-01-01 01:36:25,24.116,63.673,107.734,52.821,83.564,0.693286
2025-01-01 01:36:26,23.492,64.203,107.98,51.975,84.168,0.719271
2025-01-01 01:36:27,22.761,62.746,107.104,52.309,83.344,0.71057
2025-01-01 01:36:28,22.845,62.366,108.413,51.697,81.896,0.708909
2025-01-01 01:36:29,23.889,63.661,108.035,53.904,85.323,0.704995
2025-01-01 01:36:30,23.758,61.623,108.916,53.002,86.277,0.712646
2025-01-01 01:36:31,23.201,61.99,109.577,53.415,85.059,0.718504
2025-01-01 01:36:32,22.959,62.385,108.118,51.32,84.377,0.72417
2025-01-01 01:36:33,23.736,63.476,107.176,50.44,86.285,0.728808
2025-01-01 01:36:34,22.67,63.218,106.86,51.616,84.571,0.726014
2025-01-01 01:36:35,23.356,64.005,109.697,53.812,84.943,0.725425
2025-01-01 01:36:36,24.29,62.023,109.57,51.49,84.108,0.703892
2025-01-01 01:36:37,23.25,61.943,108.887,52.538,84.25,0.712804
2025-01-01 01:36:38,22.753,63.415,108.058,50.824,83.697,0.732032
2025-01-01 01:36:39,23.34,62.065,108.811,50.929,84.813,0.724972
2025-01-01 01:36:40,22.894,62.233,109.297,51.476,82.462,0.718063
2025-01-01 01:36:41,22.426,60.952,107.371,53.174,84.232,0.708145
2025-01-01 01:36:42,23.468,63.072,108.013,52.314,82.663,0.700526
2025-01-01 01:36:43,23.671,64.295,106.871,49.737,84.255,0.723702
2025-01-01 01:36:44,22.951,61.696,107.841,51.859,86.473,0.729146
2025-01-01 01:36:45,22.913,63.719,109.506,50.353,84.396,0.746957
2025-01-01 01:36:46,22.615,62.61,109.032,50.673,84.921,0.744407
2025-01-01 01:36:47,23.016,60.876,108.078,51.572,84.55,0.713367
2025-01-01 01:36:48,22.805,61.718,105.239,52.227,80.632,0.671957
2025-01-01 01:36:49,22.576,61.628,107.264,52.133,83.22,0.708343
2025-01-01 01:36:50,24.023,62.239,108.009,51.263,83.87,0.699834
2025-01-01 01:36:51,23.306,62.947,107.677,51.219,80.78,0.694288
2025-01-01 01:36:52,23.354,64.347,107.91,51.964,82.901,0.71372
2025-01-01 01:36:53,23.505,61.038,108.104,49.571,83.1,0.707887
2025-01-01 01:36:54,23.445,61.956,107.311,52.237,81.671,0.682584
2025-01-01 01:36:55,22.849,61.515,107.819,50.13,81.939,0.709739
2025-01-01 01:36:56,23.188,61.114,107.658,50.871,84.661,0.714029
2025-01-01 01:36:57,22.914,62.448,107.085,50.209,78.712,0.686412
2025-01-01 01:36:58,23.264,62.325,109.614,49.625,83.287,0.730517
2025-01-01 01:36:59,23.212,60.48,107.269,50.863,84.31,0.704802
2025-01-01 01:37:00,22.846,62.282,105.469,50.626,82.833,0.702421
2025-01-01 01:37:01,22.37,61.029,109.482,50.295,84.508,0.741793
2025-01-01 01:37:02,23.105,62.216,106.828,50.201,82.257,0.704673
2025-01-01 01:37:03,22.927,63.444,108.549,51.487,81.635,0.714427
2025-01-01 01:37:04,22.081,62.607,106.942,51.963,82.661,0.718632
2025-01-01 01:37:05,23.277,62.292,108.164,51.154,82.166,0.704018
2025-01-01 01:37:06,23.504,61.555,107.518,50.316,81.888,0.694179
2025-01-01 01:37:07,24.283,62.12,108.538,48.728,82.308,0.702678
2025-01-01 01:37:08,22.821,62.586,107.293,50.482,81.525,0.708479
2025-01-01 01:37:09,22.745,62.457,106.82,50.46,81.42,0.705438
2025-01-01 01:37:10,22.458,61.863,107.701,50.483,81.029,0.709953
2025-01-01 01:37:11,23.115,62.149,107.028,48.896,82.825,0.717286
2025-01-01 01:37:12,23.11,60.584,105.448,50.432,81.076,0.674972
2025-01-01 01:37:13,22.602,61.135,106.74,50.944,80.734,0.691401
2025-01-01 01:37:14,22.919,62.546,110.175,48.852,80.885,0.730199
2025-01-01 01:37:15,22.016,62.65,105.448,50.129,82.37,0.719799
2025-01-01 01:37:16,23.467,61.87,107.473,48.875,82.875,0.712425
2025-01-01 01:37:17,22.617,63.224,106.951,49.384,82.922,0.729921
2025-01-01 01:37:18,22.985,62.222,108.991,48.652,82.226,0.729806
2025-01-01 01:37:19,22.288,61.45,106.003,49.074,82.56,0.71875
2025-01-01 01:37:20,22.71,60.432,107.174,49.024,81.8,0.70735
2025-01-01 01:37:21,22.861,63.059,107.717,49.572,82.36,0.724517
2025-01-01 01:37:22,22.994,62.359,106.809,49.898,82.29,0.709592
2025-01-01 01:37:23,23.24,63.355,106.177,50.103,80.834,0.695674
2025-01-01 01:37:24,23.72,63.692,106.877,48.553,80.366,0.699839
2025-01-01 01:37:25,23.367,60.206,106.545,49.307,83.227,0.69764
2025-01-01 01:37:26,23.482,60.177,106.496,48.085,81.702,0.691928
2025-01-01 01:37:27,23.724,58.566,107.692,48.82,82.761,0.687752
2025-01-01 01:37:28,23.286,62.316,107.116,48.888,80.126,0.697125
2025-01-01 01:37:29,22.984,62.022,107.216,48.061,80.907,0.71218
2025-01-01 01:37:30,23.508,61.431,106.945,49.192,79.688,0.680946
2025-01-01 01:37:31,23.541,60.075,107.524,48.566,82.063,0.69646
2025-01-01 01:37:32,23.329,61.18,107.817,48.76,80.496,0.697151
2025-01-01 01:37:33,22.279,61.421,106.174,49.563,80.515,0.702817
2025-01-01 01:37:34,22.587,61.987,107.228,48.188,83.474,0.735515
2025-01-01 01:37:35,22.872,61.445,105.058,49.157,81.873,0.696493
2025-01-01 01:37:36,23.401,61.803,104.047,49.578,81.804,0.678585
2025-01-01 01:37:37,23.002,60.983,108.071,49.477,79.523,0.692387
2025-01-01 01:37:38,23.583,62.256,105.856,48.169,78.683,0.676817
2025-01-01 01:37:39,23.675,61.674,106.385,47.49,82.022,0.703024
2025-01-01 01:37:40,23.619,59.822,104.85,47.649,78.115,0.652091
2025-01-01 01:37:41,23.624,62.366,104.745,46.896,80.148,0.688069
2025-01-01 01:37:42,22.506,62.169,105.245,48.664,79.721,0.697258
2025-01-01 01:37:43,23.268,61.377,106.541,48.663,79.531,0.684827
2025-01-01 01:37:44,22.726,61.159,105.321,48.109,80.058,0.693045
2025-01-01 01:37:45,22.208,62.504,105.441,46.865,79.266,0.714229
2025-01-01 01:37:46,22.892,59.179,104.97,47.625,79.019,0.670181
2025-01-01 01:37:47,23.701,62.021,106.818,48.972,80.73,0.689065
2025-01-01 01:37:48,23.272,60.271,106.457,48.308,81.649,0.694476
2025-01-01 01:37:49,24.054,61.809,105.041,48.399,78.232,0.653845
2025-01-01 01:37:50,23.138,60.801,106.144,50.372,80.495,0.67678
2025-01-01 01:37:51,24.277,59.405,105.15,47.941,80.856,0.656665
2025-01-01 01:37:52,23.145,60.118,104.991,45.905,80.687,0.694702
2025-01-01 01:37:53,23.072,61.603,105.213,46.705,79.832,0.695877
2025-01-01 01:37:54,22.425,60.338,105.838,47.785,79.326,0.693876
2025-01-01 01:37:55,23.624,59.894,104.235,47.511,80.898,0.669864
2025-01-01 01:37:56,22.822,59.854,105.561,47.314,80.336,0.6915
