time,温度,湿度,A,B,C,label
2025-01-01 01:24:30,27.07,67.79,102.53,48.13,81.68,0
2025-01-01 01:24:31,26.97,67.7,102.61,48.01,81.63,0
2025-01-01 01:24:32,27.09,67.79,102.68,48.07,81.7,0
2025-01-01 01:24:33,27.04,67.78,102.7,48.04,81.73,0
2025-01-01 01:24:34,26.98,67.76,102.77,48.07,81.82,0
2025-01-01 01:24:35,27.0,67.81,102.88,48.1,81.82,0
2025-01-01 01:24:36,26.95,67.79,102.93,48.02,81.93,0
2025-01-01 01:24:37,26.91,67.77,102.95,47.97,81.91,0
2025-01-01 01:24:38,27.05,67.75,103.11,47.96,82.01,0
2025-01-01 01:24:39,26.8,67.73,103.08,48.07,81.96,0
2025-01-01 01:24:40,26.96,67.69,103.09,48.0,81.98,0
2025-01-01 01:24:41,26.97,67.71,103.2,48.07,82.02,0
2025-01-01 01:24:42,26.94,67.72,103.14,48.04,82.05,0
2025-01-01 01:24:43,26.95,67.72,103.24,48.07,82.06,0
2025-01-01 01:24:44,26.81,67.66,103.4,47.95,82.09,0
2025-01-01 01:24:45,26.76,67.71,103.31,48.0,82.25,0
2025-01-01 01:24:46,26.81,67.66,103.41,47.98,82.23,0
2025-01-01 01:24:47,26.81,67.68,103.39,47.85,82.31,0
2025-01-01 01:24:48,26.83,67.64,103.49,47.97,82.33,0
2025-01-01 01:24:49,26.81,67.62,103.64,47.92,82.35,0
2025-01-01 01:24:50,26.69,67.64,103.48,47.93,82.34,0
2025-01-01 01:24:51,26.75,67.56,103.58,47.99,82.39,0
2025-01-01 01:24:52,26.8,67.61,103.63,48.11,82.46,0
2025-01-01 01:24:53,26.66,67.58,103.72,47.97,82.41,0
2025-01-01 01:24:54,26.69,67.53,103.81,48.04,82.47,0
2025-01-01 01:24:55,26.69,67.6,103.71,47.96,82.53,0
2025-01-01 01:24:56,26.66,67.52,103.8,48.0,82.58,0
2025-01-01 01:24:57,26.69,67.48,103.98,48.11,82.66,0
2025-01-01 01:24:58,26.65,67.6,103.88,47.98,82.59,0
2025-01-01 01:24:59,26.55,67.49,103.95,48.04,82.65,0
2025-01-01 01:25:00,26.59,67.55,104.0,48.08,82.69,0
2025-01-01 01:25:01,26.49,67.36,104.11,48.01,82.68,0
2025-01-01 01:25:02,26.57,67.46,104.08,48.13,82.81,0
2025-01-01 01:25:03,26.5,67.47,104.06,48.04,82.71,0
2025-01-01 01:25:04,26.43,67.41,104.07,48.11,82.78,0
2025-01-01 01:25:05,26.52,67.46,104.08,48.03,82.83,0
2025-01-01 01:25:06,26.5,67.43,104.23,48.08,82.87,0
2025-01-01 01:25:07,26.48,67.29,104.21,48.1,82.9,0
2025-01-01 01:25:08,26.4,67.28,104.24,48.19,82.87,0
2025-01-01 01:25:09,26.49,67.41,104.29,48.07,82.96,0
2025-01-01 01:25:10,26.42,67.27,104.29,48.14,83.01,0
2025-01-01 01:25:11,26.38,67.29,104.38,48.12,82.98,0
2025-01-01 01:25:12,26.34,67.24,104.51,48.13,83.09,0
2025-01-01 01:25:13,26.45,67.25,104.43,48.16,82.96,0
2025-01-01 01:25:14,26.27,67.25,104.42,48.26,83.06,0
2025-01-01 01:25:15,26.42,67.21,104.56,48.2,83.12,0
2025-01-01 01:25:16,26.28,67.24,104.58,48.19,83.1,0
2025-01-01 01:25:17,26.28,67.28,104.57,48.28,83.16,0
2025-01-01 01:25:18,26.27,67.2,104.6,48.21,83.24,0
2025-01-01 01:25:19,26.27,67.04,104.62,48.18,83.24,0
2025-01-01 01:25:20,26.28,67.16,104.63,48.31,83.19,0
2025-01-01 01:25:21,26.26,67.18,104.71,48.22,83.26,0
2025-01-01 01:25:22,26.15,67.06,104.67,48.29,83.32,0
2025-01-01 01:25:23,26.16,67.08,104.68,48.26,83.25,0
2025-01-01 01:25:24,26.22,67.04,104.75,48.35,83.23,0
2025-01-01 01:25:25,26.17,67.08,104.73,48.34,83.29,0
2025-01-01 01:25:26,26.19,67.03,104.69,48.38,83.32,0
2025-01-01 01:25:27,26.06,66.99,104.72,48.33,83.42,0
2025-01-01 01:25:28,26.08,67.06,104.73,48.31,83.4,0
2025-01-01 01:25:29,26.16,67.0,104.95,48.44,83.43,0
2025-01-01 01:25:30,25.94,66.97,104.82,48.42,83.43,0
2025-01-01 01:25:31,26.03,66.92,104.93,48.44,83.47,0
2025-01-01 01:25:32,25.99,66.95,104.85,48.47,83.38,0
2025-01-01 01:25:33,26.01,66.88,104.85,48.45,83.57,0
2025-01-01 01:25:34,26.02,66.94,104.93,48.56,83.46,0
2025-01-01 01:25:35,26.05,66.81,104.87,48.59,83.57,0
2025-01-01 01:25:36,25.97,66.81,104.87,48.7,83.55,0
2025-01-01 01:25:37,25.91,66.78,104.92,48.61,83.57,0
2025-01-01 01:25:38,25.92,66.88,104.89,48.62,83.56,0
2025-01-01 01:25:39,25.89,66.74,104.91,48.57,83.61,0
2025-01-01 01:25:40,25.88,66.84,104.97,48.65,83.56,0
2025-01-01 01:25:41,25.78,66.66,105.04,48.71,83.61,0
2025-01-01 01:25:42,25.77,66.66,104.93,48.79,83.66,0
2025-01-01 01:25:43,25.73,66.8,104.91,48.72,83.74,0
2025-01-01 01:25:44,25.8,66.64,104.91,48.72,83.64,0
2025-01-01 01:25:45,25.76,66.65,104.97,48.8,83.65,0
2025-01-01 01:25:46,25.76,66.68,104.98,48.82,83.72,0
2025-01-01 01:25:47,25.78,66.55,105.06,48.87,83.74,0
2025-01-01 01:25:48,25.77,66.51,105.02,48.9,83.7,0
2025-01-01 01:25:49,25.71,66.56,104.99,48.95,83.73,0
2025-01-01 01:25:50,25.68,66.52,104.97,48.96,83.77,0
2025-01-01 01:25:51,25.57,66.41,105.04,48.9,83.8,0
2025-01-01 01:25:52,25.63,66.46,105.1,49.0,83.84,0
2025-01-01 01:25:53,25.62,66.44,105.0,49.1,83.87,0
2025-01-01 01:25:54,25.69,66.44,104.95,49.03,83.77,0
2025-01-01 01:25:55,25.61,66.38,104.84,49.2,83.81,0
2025-01-01 01:25:56,25.52,66.47,104.93,49.17,83.82,0
2025-01-01 01:25:57,25.46,66.44,105.04,49.19,83.88,0
2025-01-01 01:25:58,25.54,66.27,104.99,49.13,83.8,0
2025-01-01 01:25:59,25.51,66.37,104.96,49.19,83.82,0
2025-01-01 01:26:00,25.47,66.32,105.02,49.26,83.86,0
2025-01-01 01:26:01,25.42,66.3,105.01,49.25,83.88,0
2025-01-01 01:26:02,25.49,66.22,105.0,49.29,83.85,0
2025-01-01 01:26:03,25.49,66.22,104.92,49.26,83.85,0
2025-01-01 01:26:04,25.37,66.28,104.92,49.43,83.92,0
2025-01-01 01:26:05,25.31,66.13,104.87,49.35,83.89,0
2025-01-01 01:26:06,25.26,66.21,104.94,49.39,83.95,0
2025-01-01 01:26:07,25.29,65.97,105.06,49.46,83.92,0
2025-01-01 01:26:08,25.22,66.01,104.99,49.56,83.99,0
2025-01-01 01:26:09,25.24,66.13,104.91,49.55,83.98,0
2025-01-01 01:26:10,25.2,65.97,104.85,49.58,83.89,0
2025-01-01 01:26:11,25.24,65.99,104.9,49.62,83.92,0
2025-01-01 01:26:12,25.3,65.92,104.9,49.59,83.98,0
2025-01-01 01:26:13,25.22,65.96,104.87,49.67,84.02,0
2025-01-01 01:26:14,25.22,65.86,104.83,49.65,83.93,0
2025-01-01 01:26:15,25.16,65.9,104.81,49.77,84.05,0
2025-01-01 01:26:16,25.17,65.89,104.79,49.78,84.01,0
2025-01-01 01:26:17,25.13,65.95,104.73,49.85,83.92,0
2025-01-01 01:26:18,25.15,65.89,104.65,49.82,84.03,0
2025-01-01 01:26:19,25.11,65.81,104.73,49.79,84.11,0
2025-01-01 01:26:20,25.05,65.78,104.67,49.77,83.95,0
2025-01-01 01:26:21,24.98,65.79,104.65,49.89,83.95,0
2025-01-01 01:26:22,25.04,65.67,104.71,49.96,83.97,0
2025-01-01 01:26:23,25.06,65.67,104.64,49.91,84.0,0
2025-01-01 01:26:24,25.01,65.71,104.57,50.13,84.03,0
2025-01-01 01:26:25,24.9,65.58,104.66,50.11,84.0,0
2025-01-01 01:26:26,24.96,65.53,104.63,50.03,84.04,0
2025-01-01 01:26:27,25.0,65.56,104.58,50.2,84.01,0
2025-01-01 01:26:28,24.9,65.53,104.47,50.11,84.02,0
2025-01-01 01:26:29,24.88,65.52,104.41,50.17,84.05,0
2025-01-01 01:26:30,24.82,65.47,104.36,50.15,84.03,0
2025-01-01 01:26:31,24.84,65.54,104.45,50.27,83.94,0
2025-01-01 01:26:32,24.81,65.38,104.34,50.31,84.03,0
2025-01-01 01:26:33,24.83,65.34,104.38,50.22,84.05,0
2025-01-01 01:26:34,24.73,65.3,104.34,50.35,83.97,0
2025-01-01 01:26:35,24.72,65.38,104.22,50.3,83.97,0
2025-01-01 01:26:36,24.69,65.36,104.21,50.49,84.02,0
2025-01-01 01:26:37,24.79,65.36,104.24,50.39,83.96,0
2025-01-01 01:26:38,24.68,65.2,104.21,50.46,83.92,0
2025-01-01 01:26:39,24.68,65.23,104.22,50.43,83.94,0
2025-01-01 01:26:40,24.67,65.12,104.13,50.55,83.97,0
2025-01-01 01:26:41,24.66,65.1,104.2,50.61,83.97,0
2025-01-01 01:26:42,24.68,65.13,104.13,50.61,83.93,0
2025-01-01 01:26:43,24.65,65.16,104.1,50.66,83.95,0
2025-01-01 01:26:44,24.63,65.1,104.05,50.65,83.98,0
2025-01-01 01:26:45,24.59,65.05,104.02,50.73,83.95,0
2025-01-01 01:26:46,24.53,65.06,103.95,50.73,83.96,0
2025-01-01 01:26:47,24.66,64.9,103.83,50.89,83.91,0
2025-01-01 01:26:48,24.52,64.92,103.89,50.92,83.85,0
2025-01-01 01:26:49,24.49,64.88,103.83,50.88,83.95,0
2025-01-01 01:26:50,24.51,64.99,103.72,50.81,83.94,0
2025-01-01 01:26:51,24.46,64.76,103.69,50.89,83.82,0
2025-01-01 01:26:52,24.39,64.79,103.61,50.94,83.74,0
2025-01-01 01:26:53,24.42,64.79,103.62,51.0,83.76,0
2025-01-01 01:26:54,24.36,64.72,103.62,50.98,83.92,0
2025-01-01 01:26:55,24.34,64.63,103.63,50.93,83.84,0
2025-01-01 01:26:56,24.31,64.57,103.47,51.07,83.73,0
2025-01-01 01:26:57,24.37,64.68,103.38,51.04,83.86,0
2025-01-01 01:26:58,24.35,64.59,103.42,51.05,83.82,0
2025-01-01 01:26:59,24.35,64.58,103.37,51.06,83.68,0
2025-01-01 01:27:00,24.26,64.54,103.36,51.19,83.75,0
2025-01-01 01:27:01,24.32,64.46,103.32,51.13,83.79,0
2025-01-01 01:27:02,24.24,64.37,103.25,51.23,83.69,0
2025-01-01 01:27:03,24.2,64.43,103.07,51.1,83.76,0
2025-01-01 01:27:04,24.16,64.5,103.19,51.32,83.65,0
2025-01-01 01:27:05,24.1,64.32,103.05,51.15,83.64,0
2025-01-01 01:27:06,24.15,64.28,102.97,51.29,83.66,0
2025-01-01 01:27:07,24.1,64.32,102.98,51.33,83.6,0
2025-01-01 01:27:08,24.06,64.36,102.95,51.4,83.61,0
2025-01-01 01:27:09,24.1,64.26,102.78,51.32,83.56,0
2025-01-01 01:27:10,24.06,64.16,102.83,51.4,83.65,0
2025-01-01 01:27:11,24.19,64.11,102.77,51.43,83.56,0
2025-01-01 01:27:12,23.99,64.09,102.72,51.4,83.55,0
2025-01-01 01:27:13,24.02,64.11,102.61,51.47,83.48,0
2025-01-01 01:27:14,24.02,64.14,102.62,51.5,83.54,0
2025-01-01 01:27:15,23.92,64.12,102.5,51.55,83.52,0
2025-01-01 01:27:16,23.93,64.05,102.52,51.63,83.47,0
2025-01-01 01:27:17,23.95,63.94,102.36,51.54,83.43,0
2025-01-01 01:27:18,23.95,63.86,102.38,51.6,83.46,0
2025-01-01 01:27:19,23.82,63.93,102.32,51.59,83.28,0
2025-01-01 01:27:20,23.97,63.87,102.2,51.63,83.4,0
2025-01-01 01:27:21,23.94,63.81,102.22,51.6,83.39,0
2025-01-01 01:27:22,23.82,63.75,102.16,51.59,83.42,0
2025-01-01 01:27:23,23.94,63.73,102.04,51.69,83.29,0
2025-01-01 01:27:24,23.88,63.68,102.08,51.7,83.26,0
2025-01-01 01:27:25,23.82,63.73,102.0,51.71,83.23,0
2025-01-01 01:27:26,23.85,63.7,101.92,51.72,83.32,0
2025-01-01 01:27:27,23.71,63.64,101.85,51.83,83.23,0
2025-01-01 01:27:28,23.81,63.54,101.76,51.75,83.21,0
2025-01-01 01:27:29,23.71,63.58,101.76,51.67,83.2,0
2025-01-01 01:27:30,23.67,63.49,101.78,51.88,83.12,0
2025-01-01 01:27:31,23.73,63.44,101.63,51.77,83.04,0
2025-01-01 01:27:32,23.68,63.45,101.56,51.87,83.08,0
2025-01-01 01:27:33,23.63,63.42,101.45,51.88,83.06,0
2025-01-01 01:27:34,23.69,63.43,101.5,51.8,82.99,0
2025-01-01 01:27:35,23.55,63.38,101.4,51.83,83.02,0
2025-01-01 01:27:36,23.66,63.33,101.37,51.9,83.01,0
2025-01-01 01:27:37,23.61,63.26,101.29,51.92,82.99,0
2025-01-01 01:27:38,23.53,63.24,101.24,51.92,82.94,0
2025-01-01 01:27:39,23.6,63.18,101.21,51.88,82.9,0
2025-01-01 01:27:40,23.57,63.12,101.22,51.94,82.89,0
2025-01-01 01:27:41,23.56,63.08,101.09,51.97,82.92,0
2025-01-01 01:27:42,23.48,63.01,100.96,51.92,82.92,0
2025-01-01 01:27:43,23.6,63.05,100.92,51.92,82.85,0
2025-01-01 01:27:44,23.58,63.08,100.92,52.0,82.82,0
2025-01-01 01:27:45,23.45,62.92,100.8,51.98,82.67,0
2025-01-01 01:27:46,23.43,62.88,100.79,51.93,82.73,0
2025-01-01 01:27:47,23.38,62.96,100.59,51.99,82.62,0
2025-01-01 01:27:48,23.37,62.85,100.63,51.98,82.67,0
2025-01-01 01:27:49,23.35,62.8,100.56,51.99,82.63,0
2025-01-01 01:27:50,23.4,62.77,100.5,51.96,82.55,0
2025-01-01 01:27:51,23.36,62.79,100.45,51.95,82.61,0
2025-01-01 01:27:52,23.32,62.73,100.35,52.01,82.51,0
2025-01-01 01:27:53,23.29,62.58,100.33,52.01,82.53,0
2025-01-01 01:27:54,23.31,62.58,100.29,52.05,82.44,0
2025-01-01 01:27:55,23.31,62.63,100.16,51.98,82.47,0
2025-01-01 01:27:56,23.19,62.49,100.07,51.91,82.47,0
2025-01-01 01:27:57,23.15,62.52,100.1,51.99,82.35,0
2025-01-01 01:27:58,23.25,62.47,100.04,51.87,82.3,0
2025-01-01 01:27:59,23.25,62.43,99.97,52.01,82.31,0
2025-01-01 01:28:00,23.19,62.51,99.94,52.02,82.29,0
2025-01-01 01:28:01,23.21,62.39,99.83,51.96,82.34,0
2025-01-01 01:28:02,23.18,62.42,99.75,51.98,82.28,0
2025-01-01 01:28:03,23.17,62.28,99.62,52.03,82.16,0
2025-01-01 01:28:04,23.12,62.21,99.64,51.91,82.14,0
2025-01-01 01:28:05,23.17,62.14,99.56,51.95,82.09,0
2025-01-01 01:28:06,23.19,62.08,99.53,51.96,82.05,0
2025-01-01 01:28:07,23.04,62.16,99.42,51.96,82.05,0
2025-01-01 01:28:08,23.07,61.98,99.34,52.02,81.94,0
2025-01-01 01:28:09,23.01,62.02,99.27,51.96,81.92,0
2025-01-01 01:28:10,23.03,62.0,99.28,52.02,81.93,0
2025-01-01 01:28:11,23.13,61.96,99.22,52.05,81.91,0
2025-01-01 01:28:12,22.95,61.93,99.09,51.93,81.97,0
2025-01-01 01:28:13,22.94,61.91,99.02,51.92,81.87,0
2025-01-01 01:28:14,23.0,61.84,98.97,51.94,81.89,0
2025-01-01 01:28:15,22.93,61.91,99.0,51.99,81.78,0
2025-01-01 01:28:16,23.02,61.72,98.84,51.95,81.74,0
2025-01-01 01:28:17,22.93,61.61,98.79,51.84,81.72,0
2025-01-01 01:28:18,22.92,61.66,98.89,51.94,81.71,0
2025-01-01 01:28:19,23.02,61.7,98.66,51.83,81.67,0
2025-01-01 01:28:20,22.8,61.61,98.53,51.87,81.63,0
2025-01-01 01:28:21,22.9,61.62,98.67,51.85,81.69,0
2025-01-01 01:28:22,22.88,61.59,98.48,51.92,81.56,0
2025-01-01 01:28:23,22.93,61.5,98.39,51.85,81.39,0
2025-01-01 01:28:24,22.83,61.47,98.51,51.83,81.44,0
2025-01-01 01:28:25,22.83,61.35,98.34,51.8,81.35,0
2025-01-01 01:28:26,22.76,61.36,98.28,51.76,81.31,0
2025-01-01 01:28:27,22.82,61.37,98.23,51.74,81.35,0
2025-01-01 01:28:28,22.78,61.24,98.21,51.77,81.28,0
2025-01-01 01:28:29,22.7,61.23,98.2,51.66,81.23,0
2025-01-01 01:28:30,22.76,61.24,97.97,51.73,81.12,0
2025-01-01 01:28:31,22.75,61.15,97.95,51.74,81.16,0
2025-01-01 01:28:32,22.76,61.17,97.99,51.62,81.18,0
2025-01-01 01:28:33,22.72,61.09,97.82,51.7,81.05,0
2025-01-01 01:28:34,22.73,61.16,97.87,51.72,81.02,0
2025-01-01 01:28:35,22.73,60.97,97.75,51.72,80.99,0
2025-01-01 01:28:36,22.74,61.04,97.76,51.55,81.0,0
2025-01-01 01:28:37,22.66,61.0,97.57,51.61,80.95,0
2025-01-01 01:28:38,22.56,60.86,97.5,51.53,80.93,0
2025-01-01 01:28:39,22.66,60.88,97.49,51.6,80.86,0
2025-01-01 01:28:40,22.63,60.87,97.44,51.54,80.84,0
2025-01-01 01:28:41,22.59,60.82,97.46,51.5,80.78,0
2025-01-01 01:28:42,22.63,60.79,97.38,51.54,80.78,0
2025-01-01 01:28:43,22.51,60.64,97.39,51.45,80.71,0
2025-01-01 01:28:44,22.64,60.67,97.28,51.39,80.68,0
2025-01-01 01:28:45,22.6,60.6,97.18,51.55,80.62,0
2025-01-01 01:28:46,22.53,60.62,97.17,51.34,80.61,0
2025-01-01 01:28:47,22.51,60.63,97.14,51.35,80.55,0
2025-01-01 01:28:48,22.58,60.52,97.17,51.4,80.53,0
2025-01-01 01:28:49,22.48,60.46,97.04,51.28,80.53,0
2025-01-01 01:28:50,22.47,60.4,96.94,51.33,80.39,0
2025-01-01 01:28:51,22.41,60.44,96.9,51.21,80.35,0
2025-01-01 01:28:52,22.58,60.32,96.86,51.22,80.29,0
2025-01-01 01:28:53,22.45,60.24,96.87,51.22,80.43,0
2025-01-01 01:28:54,22.44,60.23,96.85,51.24,80.29,0
2025-01-01 01:28:55,22.41,60.32,96.72,51.14,80.29,0
2025-01-01 01:28:56,22.45,60.13,96.68,51.09,80.04,0
2025-01-01 01:28:57,22.4,60.12,96.57,51.13,80.11,0
2025-01-01 01:28:58,22.45,60.05,96.63,51.01,79.99,0
2025-01-01 01:28:59,22.48,60.03,96.63,51.08,80.11,0
2025-01-01 01:29:00,22.46,60.03,96.5,51.08,80.03,0
2025-01-01 01:29:01,22.36,60.02,96.35,51.06,80.06,0
2025-01-01 01:29:02,22.45,60.01,96.4,50.96,79.89,0
2025-01-01 01:29:03,22.47,59.88,96.38,50.95,79.84,0
2025-01-01 01:29:04,22.28,59.87,96.3,50.9,79.92,0
2025-01-01 01:29:05,22.37,59.87,96.3,50.86,79.78,0
2025-01-01 01:29:06,22.36,59.79,96.28,50.84,79.77,0
2025-01-01 01:29:07,22.33,59.7,96.27,50.87,79.69,0
2025-01-01 01:29:08,22.37,59.62,96.21,50.75,79.73,0
2025-01-01 01:29:09,22.23,59.61,96.14,50.72,79.63,0
2025-01-01 01:29:10,22.38,59.74,96.13,50.67,79.72,0
2025-01-01 01:29:11,22.23,59.57,96.04,50.79,79.63,0
2025-01-01 01:29:12,22.27,59.5,96.05,50.63,79.56,0
2025-01-01 01:29:13,22.22,59.54,95.99,50.56,79.56,0
2025-01-01 01:29:14,22.31,59.51,95.91,50.6,79.47,0
2025-01-01 01:29:15,22.26,59.44,95.96,50.62,79.37,0
2025-01-01 01:29:16,22.31,59.45,95.85,50.56,79.42,0
2025-01-01 01:29:17,22.21,59.33,95.86,50.47,79.4,0
2025-01-01 01:29:18,22.31,59.37,95.89,50.46,79.32,0
2025-01-01 01:29:19,22.25,59.27,95.78,50.35,79.28,0
2025-01-01 01:29:20,22.16,59.18,95.76,50.39,79.27,0
2025-01-01 01:29:21,22.21,59.25,95.68,50.27,79.21,0
2025-01-01 01:29:22,22.11,59.08,95.61,50.29,79.13,0
2025-01-01 01:29:23,22.16,59.04,95.71,50.27,79.0,0
2025-01-01 01:29:24,22.18,59.01,95.55,50.31,79.05,0
2025-01-01 01:29:25,22.14,59.05,95.63,50.26,78.92,0
2025-01-01 01:29:26,22.13,58.99,95.53,50.19,78.95,0
2025-01-01 01:29:27,22.11,59.05,95.51,50.2,78.96,0
2025-01-01 01:29:28,22.18,58.91,95.43,50.06,78.94,0
2025-01-01 01:29:29,22.18,58.92,95.5,50.06,78.94,0
2025-01-01 01:29:30,22.2,58.87,95.55,50.17,78.88,0
2025-01-01 01:29:31,22.18,58.85,95.38,50.01,78.84,0
2025-01-01 01:29:32,22.1,58.78,95.39,49.96,78.77,0
2025-01-01 01:29:33,22.21,58.72,95.36,49.99,78.75,0
2025-01-01 01:29:34,22.12,58.69,95.28,49.9,78.66,0
2025-01-01 01:29:35,22.15,58.64,95.31,49.94,78.67,0
2025-01-01 01:29:36,22.11,58.54,95.25,49.8,78.62,0
2025-01-01 01:29:37,22.08,58.53,95.27,49.89,78.63,0
2025-01-01 01:29:38,22.11,58.58,95.15,49.9,78.58,0
2025-01-01 01:29:39,22.11,58.43,95.21,49.8,78.54,0
2025-01-01 01:29:40,22.14,58.4,95.17,49.75,78.51,0
2025-01-01 01:29:41,22.1,58.47,95.2,49.71,78.47,0
2025-01-01 01:29:42,22.15,58.29,95.12,49.66,78.55,0
2025-01-01 01:29:43,22.07,58.31,95.19,49.69,78.37,0
2025-01-01 01:29:44,22.14,58.22,95.11,49.66,78.32,0
2025-01-01 01:29:45,22.01,58.18,95.09,49.57,78.31,0
2025-01-01 01:29:46,22.06,58.22,95.1,49.6,78.38,0
2025-01-01 01:29:47,22.05,58.19,95.13,49.52,78.25,0
2025-01-01 01:29:48,22.09,58.1,95.16,49.49,78.16,0
2025-01-01 01:29:49,22.18,58.08,95.1,49.45,78.14,0
2025-01-01 01:29:50,22.08,58.01,95.1,49.32,78.04,0
2025-01-01 01:29:51,22.14,57.95,94.96,49.32,78.16,0
2025-01-01 01:29:52,21.96,57.92,94.98,49.34,78.02,0
2025-01-01 01:29:53,22.02,58.02,94.98,49.31,78.02,0
2025-01-01 01:29:54,21.99,57.92,95.02,49.31,77.96,0
2025-01-01 01:29:55,21.94,57.92,95.13,49.25,77.89,0
2025-01-01 01:29:56,22.11,57.91,95.01,49.21,77.9,0
2025-01-01 01:29:57,21.95,57.76,95.1,49.19,77.81,0
2025-01-01 01:29:58,22.05,57.71,95.01,49.1,77.78,0
2025-01-01 01:29:59,22.06,57.71,94.97,49.14,77.77,0
2025-01-01 01:30:00,21.99,57.72,95.04,49.1,77.77,0
2025-01-01 01:30:01,22.02,57.65,94.96,49.12,77.75,0
2025-01-01 01:30:02,22.01,57.56,95.04,49.04,77.66,0
2025-01-01 01:30:03,22.0,57.59,94.92,49.0,77.72,0
2025-01-01 01:30:04,22.01,57.52,95.05,49.03,77.61,0
2025-01-01 01:30:05,22.01,57.52,95.05,48.95,77.6,0
2025-01-01 01:30:06,22.03,57.5,95.06,48.96,77.52,0
2025-01-01 01:30:07,22.0,57.39,95.08,48.89,77.6,0
2025-01-01 01:30:08,21.98,57.33,95.03,48.95,77.5,0
2025-01-01 01:30:09,21.88,57.24,95.03,48.77,77.43,0
2025-01-01 01:30:10,22.01,57.16,95.0,48.76,77.37,0
2025-01-01 01:30:11,21.96,57.19,95.05,48.85,77.4,0
2025-01-01 01:30:12,21.97,57.19,94.97,48.7,77.3,0
2025-01-01 01:30:13,21.94,57.25,95.0,48.59,77.32,0
2025-01-01 01:30:14,21.92,57.14,95.04,48.72,77.32,0
2025-01-01 01:30:15,21.98,57.02,95.05,48.74,77.38,0
2025-01-01 01:30:16,21.99,57.05,95.09,48.74,77.24,0
2025-01-01 01:30:17,22.03,56.98,95.09,48.69,77.17,0
2025-01-01 01:30:18,21.97,57.03,95.11,48.67,77.25,0
2025-01-01 01:30:19,21.98,57.06,95.1,48.44,77.16,0
2025-01-01 01:30:20,21.98,56.95,95.08,48.62,77.18,0
2025-01-01 01:30:21,21.95,56.87,95.08,48.55,77.08,0
2025-01-01 01:30:22,22.0,56.82,95.12,48.62,77.08,0
2025-01-01 01:30:23,21.9,56.85,95.2,48.4,77.03,0
2025-01-01 01:30:24,22.02,56.79,95.16,48.48,76.99,0
2025-01-01 01:30:25,21.88,56.83,95.13,48.47,77.01,0
2025-01-01 01:30:26,22.05,56.7,95.2,48.3,76.95,0
2025-01-01 01:30:27,22.04,56.69,95.17,48.34,76.97,0
2025-01-01 01:30:28,21.86,56.56,95.32,48.47,76.96,0
2025-01-01 01:30:29,22.02,56.48,95.21,48.36,76.87,0
2025-01-01 01:30:30,21.99,56.61,95.24,48.34,76.92,0
2025-01-01 01:30:31,21.94,56.47,95.25,48.34,76.84,0
2025-01-01 01:30:32,22.0,56.44,95.26,48.35,76.82,0
2025-01-01 01:30:33,22.04,56.38,95.3,48.29,76.8,0
2025-01-01 01:30:34,22.05,56.38,95.4,48.3,76.78,0
2025-01-01 01:30:35,21.97,56.4,95.34,48.27,76.76,0
2025-01-01 01:30:36,22.01,56.31,95.36,48.17,76.81,0
2025-01-01 01:30:37,22.0,56.29,95.42,48.29,76.81,0
2025-01-01 01:30:38,22.03,56.25,95.4,48.15,76.61,0
2025-01-01 01:30:39,21.99,56.12,95.54,48.23,76.66,0
2025-01-01 01:30:40,22.08,56.14,95.47,48.09,76.69,0
2025-01-01 01:30:41,21.99,56.16,95.59,48.24,76.63,0
2025-01-01 01:30:42,22.05,56.07,95.65,48.15,76.61,0
2025-01-01 01:30:43,22.02,56.14,95.61,48.19,76.6,0
2025-01-01 01:30:44,22.03,56.1,95.64,48.09,76.52,0
2025-01-01 01:30:45,22.05,56.06,95.74,48.04,76.55,0
2025-01-01 01:30:46,22.07,55.99,95.74,48.15,76.48,0
2025-01-01 01:30:47,22.0,55.96,95.77,48.11,76.43,0
2025-01-01 01:30:48,22.0,55.95,95.74,48.1,76.54,0
2025-01-01 01:30:49,22.0,55.86,95.76,48.1,76.51,0
2025-01-01 01:30:50,21.99,55.84,95.86,47.98,76.44,0
2025-01-01 01:30:51,22.01,55.78,95.73,48.13,76.41,0
2025-01-01 01:30:52,22.03,55.79,95.84,48.0,76.49,0
2025-01-01 01:30:53,22.17,55.71,95.98,48.07,76.32,0
2025-01-01 01:30:54,22.03,55.78,95.89,48.16,76.35,0
2025-01-01 01:30:55,22.16,55.66,96.04,48.11,76.43,0
2025-01-01 01:30:56,22.06,55.6,96.03,47.96,76.36,0
2025-01-01 01:30:57,22.05,55.66,96.05,47.94,76.4,0
2025-01-01 01:30:58,22.11,55.57,96.17,48.06,76.27,0
2025-01-01 01:30:59,22.08,55.48,96.08,48.04,76.32,0
2025-01-01 01:31:00,22.15,55.57,96.23,48.05,76.18,0
2025-01-01 01:31:01,22.1,55.52,96.18,48.01,76.29,0
2025-01-01 01:31:02,22.14,55.46,96.31,48.01,76.18,0
2025-01-01 01:31:03,22.15,55.42,96.25,48.07,76.27,0
2025-01-01 01:31:04,22.06,55.33,96.33,47.97,76.24,0
2025-01-01 01:31:05,22.09,55.4,96.46,48.03,76.22,0
2025-01-01 01:31:06,22.19,55.3,96.41,48.06,76.22,0
2025-01-01 01:31:07,22.12,55.26,96.46,48.1,76.19,0
2025-01-01 01:31:08,22.16,55.28,96.48,48.06,76.15,0
